               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.026464,            0.022964,             0.00198,             0.73217,             0.62296,             0.65041,             0.35762,            0.033835,            0.022528,           0.0079166,            0.003565,            0.003565,            0.003565
                  54,            0.026138,            0.023559,           0.0017618,             0.76246,             0.66546,               0.679,             0.39083,            0.031318,            0.021981,           0.0064924,           0.0034413,           0.0034413,           0.0034413
                  55,            0.026395,            0.023785,           0.0017324,             0.68314,             0.70174,             0.69813,              0.3878,            0.033101,             0.02242,           0.0057792,           0.0033175,           0.0033175,           0.0033175
                  56,            0.025779,            0.023942,           0.0018283,             0.76085,             0.71241,             0.71339,             0.40084,            0.033763,            0.023012,           0.0062377,           0.0031938,           0.0031938,           0.0031938
                  57,            0.025988,             0.02305,            0.001786,             0.80213,             0.71824,             0.72681,             0.40996,            0.032991,            0.021694,           0.0052838,             0.00307,             0.00307,             0.00307
                  58,            0.025552,            0.023037,           0.0017075,             0.74718,             0.66852,             0.69769,             0.41904,            0.030677,            0.021041,           0.0063019,           0.0029462,           0.0029462,           0.0029462
                  59,             0.02511,            0.023013,           0.0017178,             0.67892,             0.68473,              0.6859,             0.40783,            0.029962,            0.021447,           0.0066012,           0.0028225,           0.0028225,           0.0028225
                  60,            0.024762,            0.022232,           0.0016729,             0.72259,             0.76245,             0.73905,             0.44079,            0.031214,            0.021705,           0.0058525,           0.0026987,           0.0026987,           0.0026987
                  61,            0.025124,            0.022984,           0.0016126,             0.72704,             0.69887,             0.71123,             0.39631,            0.033168,            0.021896,           0.0065749,            0.002575,            0.002575,            0.002575
                  62,            0.024586,            0.022289,            0.001547,             0.76086,             0.71579,              0.7347,             0.42503,            0.032593,            0.021903,           0.0062411,           0.0024513,           0.0024513,           0.0024513
                  63,            0.024196,            0.022173,            0.001573,             0.88605,             0.68236,             0.76877,             0.43279,            0.032621,            0.021969,           0.0050938,           0.0023275,           0.0023275,           0.0023275
                  64,            0.024502,            0.021994,             0.00139,              0.7779,             0.71402,              0.7525,             0.45469,            0.030373,             0.02172,           0.0052576,           0.0022038,           0.0022038,           0.0022038
                  65,            0.024179,            0.022211,           0.0014678,              0.8198,              0.6527,             0.72964,             0.43697,            0.030974,            0.022498,           0.0058617,             0.00208,             0.00208,             0.00208
                  66,            0.023939,            0.022167,           0.0014584,             0.78335,             0.73685,             0.74815,             0.43646,            0.032118,            0.023036,           0.0052165,           0.0019563,           0.0019563,           0.0019563
                  67,            0.023607,            0.021361,           0.0013769,             0.83847,             0.67768,             0.74542,             0.42524,            0.032119,            0.022367,           0.0056712,           0.0018325,           0.0018325,           0.0018325
                  68,            0.023823,            0.021996,           0.0015756,             0.70055,             0.78506,             0.74123,             0.43765,            0.031491,            0.022816,           0.0063109,           0.0017087,           0.0017087,           0.0017087
                  69,            0.023733,            0.022399,           0.0014435,             0.80494,             0.69577,              0.7503,             0.44411,            0.031513,            0.022318,           0.0057299,            0.001585,            0.001585,            0.001585
                  70,            0.023373,            0.021647,            0.001279,             0.81357,             0.71203,             0.75603,             0.44348,            0.031802,            0.022532,           0.0054654,           0.0014612,           0.0014612,           0.0014612
                  71,            0.023072,            0.021379,           0.0013315,             0.77134,             0.74029,             0.75564,             0.45603,            0.031352,            0.022848,           0.0060079,           0.0013375,           0.0013375,           0.0013375
                  72,            0.023093,             0.02177,           0.0013299,             0.83367,             0.68783,             0.75049,             0.44486,            0.032129,            0.022933,           0.0054932,           0.0012138,           0.0012138,           0.0012138
                  73,            0.023064,            0.021127,           0.0013804,             0.83729,             0.73559,             0.77665,             0.44162,            0.032255,            0.022469,           0.0053593,             0.00109,             0.00109,             0.00109
                  74,            0.022917,            0.021453,           0.0014053,              0.8541,             0.71585,             0.76794,             0.44388,              0.0322,            0.022705,           0.0059399,          0.00096625,          0.00096625,          0.00096625
                  75,            0.022544,            0.021482,           0.0012798,             0.82979,             0.74015,             0.76255,             0.44136,            0.031124,            0.022215,           0.0056757,           0.0008425,           0.0008425,           0.0008425
                  76,            0.022534,             0.02093,           0.0011577,             0.77013,             0.71818,             0.73995,             0.44043,            0.031198,            0.022231,           0.0059163,          0.00071875,          0.00071875,          0.00071875
                  77,             0.02241,            0.020465,           0.0011388,             0.79258,             0.72472,             0.75577,             0.44456,            0.032228,            0.022387,           0.0056416,            0.000595,            0.000595,            0.000595
                  78,             0.02205,            0.020549,           0.0010925,             0.77697,             0.70605,             0.75083,             0.45099,            0.031141,            0.022469,             0.00568,          0.00047125,          0.00047125,          0.00047125
                  79,            0.022468,            0.021065,           0.0012653,             0.74237,             0.77459,             0.77275,             0.45057,            0.031416,            0.022431,           0.0056242,           0.0003475,           0.0003475,           0.0003475
